concept,label
aValiantWarriorWhoHasEngagedInHazardousUndertakings,a valiant warrior who has engaged in hazardous undertakings
carriedInEleusinianRites,carried in Eleusinian rites
atman,Atman
circumcision,circumcision
circumcision,circumcision
concupiscence,concupiscence
cosmicCreation,cosmic creation
cosmicCreation,cosmic creation
cosmicEnergy,cosmic energy
darkForce,dark force
encounterWithTheUltimateReality,encounter with the ultimate reality
fatherOfGreatness,Father of Greatness
harvest,harvest
heavenlyPower,heavenly power
identificationWithBuddha,identification with Buddha
lightOfHeaven,Light of Heaven
moralValue,moral value
newIdea,new idea
ormuzdAhuraMazda,"Ormuzd, Ahura Mazda"
powerAndPride,power and pride
primordialIntellect,primordial intellect
progenitivePower,progenitive power
sourceOfGoodness,source of goodness
swiftlyStrikingDisaster,swiftly striking disaster
theDignityOfTheHighPriest,the dignity of the High Priest
theDuplicityOfTheDevil,the duplicity of the devil
theIlluminationOfAllah,the illumination of Allah
theOpinionatedLowerMindFullOfErrorsThatAreMingledWithTruth,the opinionated lower mind full of errors that are mingled with truth
theOriginalLinkBetweenHeavenAndEarth,the original link between heaven and earth
transcendenceOfTheWorld,transcendence of the world
whenLampsBurnBlueThereAreWitchesAbout,when lamps burn blue there are witches about
activity,activity
aggression,aggression
ambition,ambition
arizona,Arizona
ascension,ascension
ascension,Ascension
barrenness,barrenness
benin,Benin
communicationBetweenHeavenAndEarth,communication between heaven and earth
confusion,confusion
connectionBetweenHeavenAndEarth,connection between heaven and earth
cosmicTree,Cosmic Tree
defeat,defeat
delight,delight
dionysus,Dionysus
directKnowledge,direct knowledge
discovery,discovery
divineInscrutability,divine inscrutability
divineKnowledge,divine knowledge
enthusiasm,enthusiasm
error,error
error,Error
failure,failure
fidelityInLove,fidelity in love
fury,fury
fury,Fury
furyPersonified,Fury personified
guinea,Guinea
hathor,Hathor
horus,Horus
iceland,Iceland
iDeclareAgainstYou,I declare against you
impetuosity,impetuosity
lesotho,Lesotho
libya,Libya
lucky,lucky
mexico,Mexico
mockery,mockery
mysticCenter,mystic center
nonbeing,nonbeing
occasionallyTheFruitOfTheTreeOfKnowledge,occasionally the fruit of the Tree of Knowledge
occasionallyTheFruitOfTheTreeOfKnowledge,"occasionally, the fruit of the Tree of Knowledge"
pain,pain
pureBeing,pure being
pureBeing,pure being
royalty,royalty
secrecy,secrecy
set,Set
sourness,sourness
ssBenedict,SS Benedict
theArchangelZadkiel,the archangel Zadkiel
theAscensionOfChrist,the Ascension of Christ
theConnectionBetweenHeavenAndEarth,the connection between heaven and earth
theCrucifixion,the Crucifixion
theMoon,the moon
theMoon,the Moon
theRepublicOfTheCongo,the Republic of the Congo
theSubconscious,the subconscious
theSubconscious,the subconscious
theUnderworld,the underworld
theUnderworld,the Underworld
theUnitedStates,the United States
theUnitedStates,the United States
theVirginMary,the Virgin Mary
theVirginMary,the Virgin Mary
theWind,the wind
theWorld,the world
activeParticipationInBeatificUnion,active participation in beatific union
activeParticipationInBeatificUnion,active participation in beatific union
aeolus,Aeolus
aManWhoHasMadeHisOwnFortune,a man who has made his own fortune
apollonis,Apollonis
arionUsuallyRidingOnADolphin,Arion (usually riding on a dolphin)
awakeningVegetation,awakening vegetation
benevolencePersonified,Benevolence personified
concentration,concentration
developmentOfAPotentiality,development of a potentiality
embarrassment,embarrassment
enlightenmentOfTheSoulAndSpirit,enlightenment of the soul and spirit
externalizationOfTheEgo,externalization of the Ego
femininityWhenPrintedRounded,femininity when printed rounded
germinationAndGrowth,germination and growth
giftsOfTheSpirit,gifts of the spirit
hapiNileGod,Hapi (Nile god)
harmonyOfTheGods,harmony of the gods
hopelessNotHeartless,"hopeless, not heartless"
indomitability,indomitability
inquiry,inquiry
manInHisStruggleWithOccultPowers,man in his struggle with occult powers
masculinityWhenPrintedAngularly,masculinity when printed angularly
occasionallyTerpsichore,occasionally Terpsichore
occultWisdom,occult wisdom
perplexity,perplexity
personalWillInUnionWithTheDivine,personal will in union with the divine
poetryPersonified,Poetry personified
rankness,rankness
realism,realism
theConstellationVega,the constellation Vega
theHarmoniousUnionOfCosmicForces,the harmonious union of cosmic forces
theMidwest,the Midwest
theRelationshipBetweenHeavensAndEarth,the relationship between heavens and earth
theRomanNumeralFor1000,"the Roman numeral for 1,000"
theSearchForKnowledge,the search for knowledge
triumphOfTheIntellect,triumph of the intellect
4,-4
4,-4-
4,4
aSpermaticImage,a spermatic image
azerbaijan,Azerbaijan
chalchiutlicue,Chalchiutlicue
change,change
concord,concord
concord,Concord
conjugalLove,conjugal love
consciousness,consciousness
contemplation,contemplation
death,death
death,Death
direction,direction
eloquence,eloquence
finland,Finland
gossip,gossip
guatemala,Guatemala
harmonia,Harmonia
hermes,Hermes
hermesMercury,Hermes/Mercury
inconstancy,inconstancy
inconstancy,Inconstancy
kentucky,Kentucky
life,life
love,love
luxembourg,Luxembourg
malaysia,Malaysia
marsPlanet,Mars (planet)
massachusetts,Massachusetts
minnesota,Minnesota
montana,Montana
montenegro,Montenegro
nobility,nobility
northKorea,North Korea
orderliness,orderliness
oregon,Oregon
phallus,phallus
qetesh,Qetesh
rusticLife,rustic life
saturnPlanet,Saturn (planet)
secrecy,secrecy
singapore,Singapore
song,song
strength,strength
strength,Strength
strengthOfCharacter,strength of character
temperedJudgment,tempered judgment
texas,Texas
theDead,the dead
theDevil,the devil
theDevil,the Devil
theEarth,the earth
theEarth,the Earth
thePhilippines,the Philippines
thePhilippines,the Philippines
theSun,the sun
theSun,the Sun
tranquility,tranquility
transformation,transformation
ugliness,ugliness
urania,Urania
magic,magic
mourning,mourning
mourning,mourning
night,night
night,night
night,Night
night,Night
nightPersonified,Night personified
north,North
nourishment,nourishment
restraint,restraint
sexualFunction,sexual function
sin,sin
sorrow,sorrow
theHidden,the hidden
theUnattainable,the unattainable
unlucky,unlucky
virgo,Virgo
witches,witches
womb,womb
inscrutability,inscrutability
theWaters,the waters
theWaters,the waters
anInstrumentOfPunishment,an instrument of punishment
christianPilgrimage,Christian pilgrimage
communicationBetweenDifferentWorlds,communication between different worlds
amos,Amos
aRoyalWeapon,a royal weapon
blindness,blindness
containsTheEssenceOfThePersonality,contains the essence of the personality
cronusSaturn,Cronus/Saturn
earthlyExistence,earthly existence
envyAndOtherVicesPersonified,Envy and other vices personified
feE,Fe’e
feminineReproductivePower,feminine reproductive power
godManifestInCreation,God manifest in creation
goodShepherds,Good Shepherds
gradesOrRanksInTheHierarchicalWorld,grades or ranks in the hierarchical world
hasCurativePowers,has curative powers
manNotYetAtOneWithHimself,man not yet at one with himself
materialThings,material things
osirisAndTheStairsToHeaven,Osiris and the stairs to heaven
osirisUsuallyShownWithAFlail,Osiris (usually shown with a flail)
patternOfPerfectOrderInTheUniverse,pattern of perfect order in the universe
pilgrimageToJerusalem,pilgrimage to Jerusalem
poseidonNeptune,Poseidon/Neptune
purusha,Purusha
sacredToHydra,sacred to Hydra
shapeOfTheNorthernContinentAndTheFacesOfItsInhabitants,shape of the Northern Continent and the faces of its inhabitants
tannhauser,Tannhauser
tenseDomination,tense domination
theFirstKeeperOfFire,the first keeper of fire
theInstinct,the instinct
theLoverEspeciallyWithPurse,the lover (especially with purse)
theMerelyRational,the merely rational
theMonthsOfTheYear,the months of the year
thePerfectTypeOfEnclosure,the perfect type of enclosure
thePersonificationOfDivineServiceObedience,"the personification of Divine Service, Obedience"
theStandardOfProportionAndPerfectMeasure,the standard of proportion and perfect measure
theStepsToTheControlOfTheUniverse,the steps to the control of the universe
theTeachingOfBuddha,the teaching of Buddha
theUnwaveringFirmnessOfTheChurch,the unwavering firmness of the Church
theVenerableMaster,the Venerable Master
abbots,abbots
abel,Abel
aphroditeVenus,Aphrodite/Venus
aphroditeVenus,Aphrodite/Venus
aphroditeVenus,Aphrodite/Venus)
aphroditeVenus,Aphrodite/Venus)
asclepius,Asclepius
authority,authority
bishops,bishops
christ,Christ
christianFaith,Christian faith
constancy,constancy
death,death
death,Death
durability,durability
equity,equity
essence,essence
fertility,fertility
firmness,firmness
firmness,firmness
hardness,hardness
hardness,hardness
honesty,honesty
honesty,honesty
immortality,immortality
immortality,immortality
indestructibility,indestructibility
integrity,integrity
israel,Israel
kanaloa,Kanaloa
lawAndOrder,law and order
limitation,limitation
masculinePower,masculine power
mortality,mortality
order,order
organization,organization
pastoralAuthority,pastoral authority
theRepublicOfIreland,the Republic of Ireland
thesisAndAntithesis,thesis and antithesis
theSoul,the soul
theUnconscious,the unconscious
theUnitedStates,the United States
theUnitedStates,the United States
thomasAquinas,Thomas Aquinas
thought,thought
truth,truth
truth,truth
truth,truth
truth,Truth
truth,Truth
truth,Truth
vanity,vanity
vanity,Vanity
virginity,virginity
westBengal,West Bengal
wisdom,wisdom
wisdom,Wisdom
amaterasu,Amaterasu
amaterasu,amaterasu
retrospection,retrospection
45th,45th
5th,5th
and70ThWeddingAnniversaries,and 70th wedding anniversaries
aSacredStone,a sacred stone
birthstoneOfAprilSeptember,"birthstone of April, September"
dikeMythology,Dike (mythology)
earthAsTheBeginningAndEndOfMaterialLife,earth as the beginning and end of material life
falseFront,false front
heavenlyVirtues,heavenly virtues
irony,irony
lightOfTheGods,light of the gods
militaryCommand,military command
monarchs,monarchs
neelaGoddess,Neela (goddess)
perfectFriendship,perfect friendship
stoneOnWhichTheTenCommandmentsWereEtched,stone on which the Ten Commandments were etched
supremeAuthority,supreme authority
theCreativePowerOfTheWord,the creative power of the Word
theGodOfLearningAndLiterature,the god of learning and literature
theHighestAuthority,the highest authority
thePlanetsSaturn,the planets Saturn
thePowerOfChastity,the power of chastity
thePowerOfFaith,the power of faith
thePowerThatDeathTakesAway,the power that death takes away
vasu,Vasu
aFoundationStoneOfTheNewJerusalem,a foundation stone of the New Jerusalem
alabama,Alabama
avarice,avarice
avarice,Avarice
brotherlyLove,brotherly love
california,California
charm,charm
charm,charm
charm,charm
charm,charm
charm,charm
concord,concord
concord,Concord
dryness,dryness
enlightenment,enlightenment
europe,Europe
fury,fury
fury,Fury
goodGovernment,good government
goodGovernment,Good Government
guernsey,Guernsey
guilt,guilt
hardness,hardness
heliosSol,Helios/Sol
hell,hell
highOffice,high office
honduras,Honduras
india,India
insensitivity,insensitivity
italy,Italy
japan,Japan
jeremiah,Jeremiah
khepri,Khepri
leo,Leo
magicians,magicians
marsPlanet,Mars (planet)
martyrdom,martyrdom
mercury,Mercury
middleAge,middle age
nepal,Nepal
newfoundlandAndLabrador,Newfoundland and Labrador
newMexico,New Mexico
nunavut,Nunavut
peace,peace
peace,Peace
prajapati,Prajapati
punishment,punishment
punishment,punishment
reliability,reliability
remembrance,remembrance
renewalOfLife,renewal of life
reward,reward
creativePower,creative power
dawn,dawn
destiny,destiny
energy,energy
envy,envy
envy,Envy
epilepsy,epilepsy
eyeDiseases,eye diseases
fame,fame
fame,Fame
fate,fate
fate,Fate
filth,filth
filth,filth
goodFortune,good fortune
gorgons,Gorgons
gratitude,gratitude
growth,growth
happiness,happiness
harm,harm
heaven,heaven
hope,hope
hope,Hope
iron,iron
keys,keys
laziness,laziness
laziness,laziness
limitlessLight,limitless light
love,love
lucky,lucky
moonGoddesses,moon goddesses
morning,morning
perseverance,perseverance
perseverance,perseverance
plague,plague
plague,plague
poison,poison
prudence,prudence
prudence,Prudence
purification,purification
regeneration,regeneration
resignation,resignation
sorrow,sorrow
theSoul,the soul
theVirginMary,the Virgin Mary
thieves,thieves
thoth,Thoth
wisdom,wisdom
wisdom,wisdom
wisdom,wisdom
wisdom,Wisdom
wisdom,Wisdom
wisdom,Wisdom
witchcraft,witchcraft
anIdolWorshipper,an idol worshipper
aReturnToSimplicity,a return to simplicity
circleOfPerfection,circle of perfection
UsuallyEarthenDullness,(usually earthen) dullness
annapurnaGoddess,Annapurna (goddess)
chiIotaPi,Chi Iota Pi
confinement,confinement
connectedWithRainFertilityTheGreatMotherTheWombNatureSInexhaustibleWombRejuvenationTheUnderworldAnyBodyMoistureBloodSweatSemenTearsUrineSaliva,"connected with rain, fertility, the Great Mother, the womb, Nature’s inexhaustible womb, rejuvenation, the underworld, any body moisture (blood, sweat, semen, tears, urine, saliva)"
dajoji,Dajoji
deaGravida,Dea Gravida
deathOfTheBodyAndReleaseOfTheSoul,death of the body and release of the soul
deltaSigmaTheta,Delta Sigma Theta
detachmentFromThePhenomenalWorld,detachment from the phenomenal world
dissolutionAndDisintegrationBeforeReintegrationAndRebirth,dissolution and disintegration before reintegration and rebirth
drivesOutEvilSpiritsOrGhosts,drives out evil spirits or ghosts
eternalLight,eternal light
futilityOfAspiration,futility of aspiration
gloryPersonified,Glory personified
inaneRepetition,inane repetition
instabilityWhichIsCausedByObjectInterest,instability which is caused by object interest
