symbol,concept,contexts,types
hell,abodeOfTheDevil,generalOrUnknown,Simulation
holeInTheRoofOfASacredStructure,accessToTheSpiritualWorld,generalOrUnknown,Simulation
hollowTopography,abstractFormOfACave,generalOrUnknown,Simulation
job,acceptanceOfFate,jewish,Simulation
ladder,accessToTheOtherWorld,northAmericanIndian,Simulation
lake,absorption,chinese,Simulation
lettuce,aCharacteristicFoodOfFeasts,jewish,Simulation
lionHeadedOx,abundanceAndEarthlyPower,generalOrUnknown,Simulation
loweredMast,aChangeInBeliefOrOpinions,generalOrUnknown,Simulation
mandalaCenter,accessToTheHeavens,generalOrUnknown,Simulation
moon,abodeOfTheArchangelGabriel,jewish,Simulation
mountain,abodeOfTheGods,african @ amerindian,Simulation
myrtle,academyPersonified,generalOrUnknown,AttributeSimulation
oculusInADome,accessToHeaven,generalOrUnknown,Simulation
oedipus,achievingSelfMasteryByAcceptanceOfDeath,greek,Simulation
pagoda,aCelestialGuardian,taoist,AttributeSimulation
rawhideGloves,aBoxerInAncientTimes,generalOrUnknown,AttributeSimulation
rending,aBreakWithExistingOrder,generalOrUnknown,Simulation
roosterAndHen,aBridalCouple,jewish,Simulation
samaelArchangel,acacias,generalOrUnknown,AssociationSimulation
sardonyxJasperAndAmethyst,abraxus,gnostic,AttributeSimulation
saturnPlanet,aBreakOrSlowingInDevelopment,hermetic,AssociationSimulation
satyr,aChildOfTheDevil,grecoRoman,Simulation
silence,absenceOfLife,generalOrUnknown,Simulation
simurgPerchedOnAClericOrWouldBeRuler,acceptanceOfThatPersonByOrmuzdAsADivineRepresentative,persian,Simulation
smallBird,aChildSSoul,uralAltaic,Simulation
snappingAGirdle,aChristianConvertingToIslam,islamic,Simulation
snowCoveredMountain,abstractThought,generalOrUnknown,Simulation
sphere,abstraction,generalOrUnknown,Simulation
sphere,aCelestialOrTerrestrialForm,generalOrUnknown,Simulation
swine,abomination,generalOrUnknown,Simulation
tabernacle,abodeOfShekinah,jewish,Simulation
tamarisk,abrahamAtBeersheba,jewish,AssociationSimulation
taoism,absenceOfEmotion,generalOrUnknown,Simulation
toppedWithAWeathervane,aChallengeToFaceDifficultiesAndChangingConditions,christian,Simulation
tripod,achievementInSongOrDance,generalOrUnknown,Simulation
twoFish,aCharmToAvertEvil,generalOrUnknown,Simulation
valerian,accommodatingDisposition,flowerLanguage,Simulation
virginMary,aBridgeBetweenHeavenAndEarth,christian,Simulation
wallPainting,absoluteKnowledge,generalOrUnknown,Simulation
wearingAnAnimalMaskOrSkin,accessToAnimalWisdom,generalOrUnknown,Simulation
well,abyssOfHell,farEastern,Simulation
well,accessToEarthGods,generalOrUnknown,Simulation
witheredFigTree,aChurchInDeclineBecauseOfHeresy,christian,Simulation
woodElement,acidTaste,chinese,AssociationSimulation
whiteAss,andJudges,jewish,Simulation
whiteRedAndGold,andRevelation,persian,Simulation
1,basisOfAllNumbers,greek,Simulation
13,beginningAnew,generalOrUnknown,AssociationSimulation
20,baseOfTheirNumberSystem,gallic,Simulation
3,beginningMiddleEnd,generalOrUnknown,Simulation
42,beingCutOffHalfWayToPerfection,generalOrUnknown,Simulation
60,beadsInARomanCatholicRosary,christian,Simulation
albatross,beneficentNature,generalOrUnknown,Simulation
amphion,beguilingCharm,greek,Simulation
asSupporters,baseForcesOfNatureSubjugatedAndTranscended,heraldic,Simulation
basilisk,basel,swiss,EmblematicSimulation
bear,berne,celtic,EmblematicSimulation
bee,beethoven,generalOrUnknown,EmblematicSimulation
bee,bestowersOfEloquenceAndSong,grecoRoman,Simulation
blackBryony,beMySupport,flowerLanguage,Simulation
blackHabit,benedictines,generalOrUnknown,AttributeSimulation
blindAndBeggingSoldier,belisarius,grecoRoman,Simulation
blue,bearingHolyWitness,buddhist,AssociationSimulation
brass,basenessInComparisonToGoldOrSilver,generalOrUnknown,Simulation
bull,bata,egyptian,AssociationSimulation
burrStickingToOneSClothing,beingInLove,generalOrUnknown,Simulation
butterflyWithChrysanthemum,beautyInOldAge,chinese,Simulation
cattle,baserMentalQualities,generalOrUnknown,Simulation
catWithAKnifeInItsPaw,bastSDecapitationOfApep,egyptian,Simulation
cerberus,baseLifeForces,grecoRoman,Simulation
chineseRose,beautyAlwaysNew,flowerLanguage,Simulation
cinquefoilPlant,belovedDaughter,flowerLanguage,Simulation
clubBat,betrayalOfChrist,christian,Simulation
cow,bat,egyptian,AssociationSimulation
crutch,beggars,generalOrUnknown,AttributeSimulation
damaskRose,beautyEverNew,flowerLanguage,Simulation
deepRedRose,bashfulShame,flowerLanguage,Simulation
deer,bearerOfTheSun,mexicanIndian,Simulation
dismemberment,beingPossessedByTheUnconsciousUnconsciousManiaOrUnconsciousObsessions,generalOrUnknown,Simulation
dog,belitili,sumeroSemitic,Simulation
dolphin,bearerOfSoulsToTheNextWorld,generalOrUnknown,Simulation
drowning,beingOverwhelmedByTheConscienceOrSubconscious,generalOrUnknown,Simulation
eagleAndOwlTogether,beginningAndEndRespectively,christian,Simulation
ebonyCouch,bedOfHypnosMorpheus,grecoRoman,Simulation
entanglement,beingCaughtInTheUniverseAndBeingUnableToEscape,generalOrUnknown,Simulation
fiveClawedDragon,bearerOfTheImperialDeadToParadise,chinese,Simulation
foolTarot,beingAtACrossroads,generalOrUnknown,AssociationSimulation
fourLeafClover,beMine,flowerLanguage,Simulation
fox,baseDesiresOrInstincts,generalOrUnknown,Simulation
furniture,beliefs,generalOrUnknown,Simulation
germany,beerDrinking,generalOrUnknown,AssociationSimulation
giantWoman,bestla,norse,Simulation
givingOneSCloakToADisciple,bestowingOneSPowersOrWisdom,generalOrUnknown,Simulation
greenKnight,beginner,generalOrUnknown,Simulation
greenLion,beginningOfTheGreatWork,alchemic,Simulation
hamAndCbRadio,bestRegards,generalOrUnknown,Simulation
hoopoe,basenessPersonified,generalOrUnknown,AttributeSimulation
horseRider,bearerOfImmortalityOfProphecy,generalOrUnknown,Simulation
intestines,believedToHaveMagicalPowers,egyptian,Simulation
irisFlower,beautyIsSolitude,chinese,Simulation
janus,beginnings,roman,Simulation
japanRose,beautyIsYourOnlyAttraction,flowerLanguage,Simulation
jungle,basicInstincts,generalOrUnknown,Simulation
kiteToy,benjaminFranklin,american,AssociationSimulation
lutherRose,betaSigmaPsi,heraldic,Simulation
maceWeapon,battleWeaponOfMedievalBishops,generalOrUnknown,Simulation
mani,benefaction,chinese,Simulation
mapleLeaf,bestowingHonor,heraldic,Simulation
midnight,beginningOfTheAscendantPartOfDay,generalOrUnknown,Simulation
moth,beingConsumedByMysticalLove,generalOrUnknown,Simulation
mugwort,beerFlavoring,generalOrUnknown,Simulation
nailsHardware,bernard,christian,AttributeSimulation
negro,basePassions,generalOrUnknown,Simulation
oneRaisedArm,bearingWitness,generalOrUnknown,Simulation
panFaunus,baseOrInvolutiveLife,grecoRoman,Simulation
paradise,beatitude,generalOrUnknown,Simulation
pegasus,bearerOfTheThunderboltOfZeusJupiter,grecoRoman,Simulation
rampantLion,betaChiTheta,heraldic,Simulation
ramSheep,belin,gallic,Simulation
raven,bearerOfBadTidings,grecoRoman,Simulation
raven,benegeitBran,celtic,AttributeSimulation
red,beneficentGenii,egyptian,AttributeSimulation
redEyes,baubas,lithuanian,AttributeSimulation
redleavedRose,beautyAndProsperity,flowerLanguage,Simulation
risingOfThePleiades,beginningOfANewYear,generalOrUnknown,Simulation
samaelArchangel,bears,generalOrUnknown,AssociationSimulation
simurg,bestowerOfFertility,persian,Simulation
springWater,beginningOfLife,generalOrUnknown,Simulation
summer,beautyAnticipatingDecline,generalOrUnknown,Simulation
swimming,beingEngulfedInEmotionsIdeasSpirituality,generalOrUnknown,Simulation
theTorch,betaSigmaPhi,heraldic,Simulation
threeFires,berisov,persian,Simulation
threeGraces,bestowersOfBeautyAndCharm,grecoRoman,Simulation
thunderbird,bearerOfHappiness,northAmericanIndian,Simulation
tigmamanukan,bathala,philippine,Simulation
tortoise,benten,japanese,AttributeSimulation
twoHeads,beginningAndEnd,generalOrUnknown,Simulation
variegatedTulip,beautifulEyes,flowerLanguage,Simulation
vehicle,beingInAVehicleIsTheSelf,generalOrUnknown,Simulation
wheatWithTares,believersAndNonbelieversWhoWillBeSeparatedAtJudgmentDay,christian,Simulation
whenShownTogether,BeautyStrength,generalOrUnknown,Simulation
whiteBeard,bernardinoOfSiena,christian,Simulation
whiteCatchfly,betrayed,flowerLanguage,Simulation
wingedHorse,bearerOfTheBuddhistBookOfTheLaw,chinese,Simulation
1000,aMultitude,generalOrUnknown,Simulation
120,aMagicalNumber,generalOrUnknown,Simulation
30,aMultiplicationOfThePowersOfThree,generalOrUnknown,Simulation
60,aMultiplicationOfTheQualitiesOfSix,generalOrUnknown,Simulation
9,aMysticNumber,generalOrUnknown,Simulation
a,alternateReplacementForRomanNumeralV,medieval,Simulation
altarWithFlames,altarOfSacrifice,jewish,Simulation
assDonkey,aManBetween80And90YearsOfAge,generalOrUnknown,Simulation
badger,aLunarYinAnimal,chinese,Simulation
balances,aMandarin,chinese,AttributeSimulation
bear,aLunarPower,celtic,Simulation
bee,aLunarAndVirginInsect,grecoRoman,Simulation
beehive,ambroseEspeciallyWithTwoScourges,christian,AttributeSimulation
beehive,aMonasticCommunity,christian,Simulation
billyGoat,aMaleChild10To20YearsOld,generalOrUnknown,Simulation
bull,aMan20To30YearsOfAge,generalOrUnknown,Simulation
bullTiedToAFigTree,aManSubduedInMarriage,generalOrUnknown,Simulation
bunchOfGrapes,aMasculineDivinity,hittite,AttributeSimulation
cabbageRose,ambassadorOfLove,flowerLanguage,Simulation
caduceus,ambassadors,generalOrUnknown,AttributeSimulation
canoe,aLunarBarque,generalOrUnknown,Simulation
cat,aManBetween70And80YearsOfAge,generalOrUnknown,Simulation
checkerboard,alternationBetweenGoodBadFortuneMisfortune,generalOrUnknown,Simulation
circle,aMonogramOfGod,generalOrUnknown,Simulation
cityWith1000Gates,amaravati,hindu,Simulation
coreopsis,alwaysCheerful,flowerLanguage,Simulation
cornucopia,althaea,grecoRoman,AttributeSimulation
crosierWithWhiteBannerOrVeil,anAbbotOrAbbess,christian,AttributeSimulation
doctor,anAgentPromotingGrowthOfTheSpiritOrTreatingItsAilments,generalOrUnknown,Simulation
dog,aMan60To80YearsOld,generalOrUnknown,Simulation
dove,amorousDelight,generalOrUnknown,Simulation
drawnByFourWhiteHorses,anahitaUsuallyAccompaniedByMithras,mithraic,AttributeSimulation
dummyMannequin,alterEgo,generalOrUnknown,Simulation
dwarf,amoralForcesOfNature,generalOrUnknown,Simulation
eagle,aManOfAction,heraldic,Simulation
earthquake,aManBornDuringAnEarthquakeWillBeTheRuinOfACountry,folkloric,Simulation
eggshellOrConicalCapsOfCastorAndPollux,alsoTheTwoHemispheres,grecoRoman,Simulation
emblem,anAbstractIdea,generalOrUnknown,Simulation
engine,aMagicalInventionWhichHasAnAutonomousExistenceAndWill,generalOrUnknown,Simulation
fallenPine,aManFallenInMisfortune,generalOrUnknown,Simulation
fasces,aMagistrateSPower,generalOrUnknown,Simulation
feather,amsu,egyptian,AttributeSimulation
firefly,aMemory,generalOrUnknown,Simulation
forehead,aManWithTwoLinesOnHisForeheadWillLive40YearsThreeLinesWillLive75YearsFourLinesWillLive100Years,indic,Simulation
fox,aMan40To50YearsOld,generalOrUnknown,Simulation
friday,aLuckyDay,roman,Simulation
godWithABoatShapedNimbus,amida,japanese,Simulation
goldenLyre,amphionSonOfZeusAndAntiope,grecoRoman @ heraldic,AttributeSimulation
hearth,altarForHomeGodsPenatesLares,generalOrUnknown,Simulation
holly,amIForgotten,flowerLanguage,Simulation
ihs,anAdaptationOfIhcThatCameIntoUseAsLatinBecameTheDominantLanguageOfTheChurch,christian,Simulation
indianDoublePink,alwaysLovely,flowerLanguage,Simulation
jerkin,ambiguityOfThought,generalOrUnknown,Simulation
levelTool,aMagistrate,chinese,AttributeSimulation
leviathan,aMonsterOfPrimevalChaos,phoenician,Simulation
lightning,anActOfGod,generalOrUnknown,Simulation
lion,aManBetween30And40YearsOfAge,generalOrUnknown,Simulation
mask,ambiguity,generalOrUnknown,Simulation
michaelArchangel,amber,generalOrUnknown,AssociationSimulation
michaelmasDaisy,anAfterthought,flowerLanguage,Simulation
midnight,aMagicalOrMysticalTime,generalOrUnknown,Simulation
myrtle,amicability,generalOrUnknown,Simulation
ocean,amnioticWaters,generalOrUnknown,RelatednessSimulation
ocnus,aManWithADemandingWife,greek,Simulation
oldMan,anAchachila,aymaran,Simulation
ostrichFeathers,ament,egyptian,AttributeSimulation
parsley,aMysticPlant,generalOrUnknown,Simulation
pinkCarnation,aMotherSUndyingLove,generalOrUnknown,Simulation
pointing,anAffront,generalOrUnknown,Simulation
puppy,aMaleChildUpTo10YearsOfAge,generalOrUnknown,Simulation
ramSHorns,ammon,egyptian,AttributeSimulation
raven,aManWhoHasMadeHisOwnFortune,heraldic,Simulation
reynardTheFox,amorality,european,Simulation
scarletLetterA,anAdulterer,generalOrUnknown,AttributeSimulation
shepherd,amynos,sumerosemitic,AssociationSimulation
sixpence,aLuckyCoin,generalOrUnknown,Simulation
skull,aMarkOfPiety,portraiture,Simulation
spider,aMiser,generalOrUnknown,Simulation
starling,aMessenger,generalOrUnknown,Simulation
starwort,americanStarwortWelcomeToAStranger,flowerLanguage,Simulation
threeFires,anaid,persian,Simulation
threeTrees,alUzza,arabian,Simulation
tinker,aManLivingOutsideTheConventionsOfSociety,generalOrUnknown,Simulation
tonsure,aMonkAlthoughInTheEarlyChurch,christian,AttributeSimulation
torch,anaitis,grecoRoman,EmblematicSimulation
viper,anAgentOfChange,egyptian,Simulation
vulture,aMotherImage,generalOrUnknown,Simulation
vulture,anAgentOfRegeneration,mayan,Simulation
wallstreet,americanFinance,generalOrUnknown,Simulation
waterSpiritWithEnormousMouth,aNakk,estonian,Simulation
weaving,alternationOfYinAndYang,chinese,Simulation
whistling,aMagicalAct,generalOrUnknown,Simulation
white,amnesty,generalOrUnknown,AssociationSimulation
whiteHollyhock,ambitionEspeciallyFemale,flowerLanguage,Simulation
whiteRam,amadioha,alusi,Simulation
whiteRooster,aManOfHolyWays,generalOrUnknown,Simulation
wolf,aMan50To60YearsOfAge,generalOrUnknown,Simulation
womb,aMine,alchemic @ generalOrUnknown,Simulation
11,aSurfeitOfCompletionAndPerfection,generalOrUnknown,AssociationSimulation
5,atmospheres,chinese,AssociationSimulation
airplane,aSpiritualVehicle,generalOrUnknown,Simulation
angelWithAThrone,aThrone,generalOrUnknown,Simulation
animalWithExtendedTongue,aSupplicationForWaterRain,generalOrUnknown,Simulation
antimony,aStateCloseToPerfectionButWithTheMostDifficultPartRemaining,generalOrUnknown,Simulation
badger,associatedSupernaturalPowers,japanese,Simulation
baldness,aSyphilitic,generalOrUnknown,Simulation
beetle,aStupidPerson,generalOrUnknown,Simulation
birdOnAPillar,aSunGod,generalOrUnknown,Simulation
blackberry,aTabooFood,british @ celtic,Simulation
blackHare,aSuccessfulReign,chinese,Simulation
blueFlame,aSpiritPassing,folkloric,Simulation
boat,atet,egyptian,Simulation
bottle,aTavern,generalOrUnknown,EmblematicSimulation
bracken,associatedMercuryPlanet,generalOrUnknown,Simulation
branchWithGreenLeaves,aTavernPleasures,generalOrUnknown,Simulation
bushyEyebrows,aSuperstitiousPerson,generalOrUnknown,AttributeSimulation
camel,aTermOfEndearment,arabian,Simulation
carp,aTalkativePerson,generalOrUnknown,Simulation
cassia,aStapleFoodOfTheImmortals,chinese,Simulation
caterpillar,aTreeSpiritThatWouldCrawlIntoTheBrainAndCauseMadness,swiss,Simulation
coldTemperature,aSpiritualizedAtmosphere,generalOrUnknown,Simulation
confetti,aSubstituteForRice,generalOrUnknown,Simulation
crutch,assistance,generalOrUnknown,Simulation
darkBlue,aStormySea,generalOrUnknown,AssociationSimulation
desert,aSpiritualAndHolyPlace,generalOrUnknown,Simulation
devouring,assimilation,generalOrUnknown,Simulation
digestion,assimilationEspeciallySpiritual,generalOrUnknown,Simulation
disguise,assumptionOfADifferentPersonality,generalOrUnknown,Simulation
earthquake,aSuddenChangeInAProcess,generalOrUnknown,Simulation
east,associatedWithBirdsVenusPlanet,dogon,Simulation
eatingAGoose,aSunSacrifice,generalOrUnknown,Simulation
eatingAnEnemySLiver,assimilatingTheVictimSValor,chinese,Simulation
ElizabethanBlackBlanketHungOnATheater,aTragedyBeingPerformed,english,Simulation
ElizabethanBlackBlanketHungOnATheater,aTragedyWasPlaying,english,Simulation
fire,atar,persian,EmblematicSimulation
fish,associatedWithTheGreatMother,generalOrUnknown,AttributeSimulation
forceps,aSurgeon,generalOrUnknown,AttributeSimulation
fountain,aSpring,heraldic,Simulation
garden,aStateOfBliss,islamic,Simulation
genie,assistanceFromMagicOrOneSHigherSelf,generalOrUnknown,Simulation
girdleCincture,assiduousness,generalOrUnknown,Simulation
gloveAndRingOrGlovesAlone,aTraditionalCourtingGift,generalOrUnknown,Simulation
hag,associateOfTheDevil,generalOrUnknown,Simulation
hail,aTerribleJudgment,generalOrUnknown,Simulation
halfFishHalfMan,aTriton,grecoRoman,Simulation
hangedManTarot,aSuspendedDecision,generalOrUnknown,Simulation
hare,aSupernaturalCreature,chinese,Simulation
hart,aSubstituteForTheUnicorn,generalOrUnknown,Simulation
hawk,aSwindler,generalOrUnknown,Simulation
hideousGiantessWithLongSlimyTongue,aThabet,burmese,Simulation
hideousGiantWithLongSlimyTongue,aThaye,burmese,Simulation
hippogriff,aSpiritualSolarMount,generalOrUnknown,Simulation
holly,asWereOtherTrees,christian,EmblematicSimulation
humanSacrifice,atonementForPride,generalOrUnknown,Simulation
humansChangedIntoLions,atalantaAndHippomenes,grecoRoman,Simulation
juniper,asylum,flowerLanguage,Simulation
key,aTaskToBePerformedAndTheMeansForCarryingItOut,generalOrUnknown,Simulation
knight,aSpirituallyDevelopedOrChivalrousPerson,generalOrUnknown,Simulation
lapwing,aStupidConceitedFellowWhoThinksHeKnowsBetterThanHisElders,generalOrUnknown,Simulation
leviathan,aTotalitarianState,generalOrUnknown,Simulation
linden,associAtedWithSagittarius,generalOrUnknown,Simulation
makara,astrologicalSignOfCapricorn,hindu,Simulation
manticore,aStormDemon,generalOrUnknown,Simulation
mantis,aTrickster,bushmen,Simulation
moose,assertiveness,generalOrUnknown,Simulation
morningStar,aTrinityWithTheSunAndMoon,northAmericanIndian,Simulation
needle,aTailor,generalOrUnknown,AttributeSimulation
noddingTheHead,assent,generalOrUnknown,Simulation
oak,aTreeOfTheCross,christian,Simulation
oak,aTreeOfTheFirstRank,generalOrUnknown,Simulation
obelisk,aStabilizingForce,generalOrUnknown,Simulation
peaceOfChrist,aStateOfSpiritualContemplation,christian,Simulation
peacockFeather,aTroubadour,heraldic,AttributeSimulation
pearl,aSubtleThought,persian,Simulation
